simulation,segmented_fraction,mean_region_area,median_region_area,separability,connected_components,threshold_instability
80314.0,0.17473,0.117094,0.0996089,0.0214985,0.0620339,0.525035
80315.0,0.0559199,0.080007,0.56936,0.110855,0.110328,0.0735308
80316.0,0.0144335,0.0952964,0.386514,0.189199,0.293505,0.0210518
80317.0,0.100908,0.517159,0.152041,0.0236839,0.149821,0.0563868
80318.0,0.121251,0.286224,0.0700248,0.0992322,0.127978,0.295289
80319.0,0.0787732,0.61807,0.0448622,0.148793,0.0112569,0.0982441
80320.0,0.176013,0.23024,0.0202192,0.091927,0.415182,0.0664192
80321.0,0.462205,0.122119,0.0824952,0.134737,0.145284,0.0531604
80322.0,0.0665097,0.10169,0.149453,0.378412,0.017158,0.286777
80323.0,0.235899,0.0417035,0.337891,0.167541,0.1644,0.0525652
80324.0,0.31141,0.0986977,0.352266,0.0498029,0.0057521,0.182071
80325.0,0.156832,0.511354,0.0756622,0.0727524,0.172003,0.0113966
80326.0,0.117724,0.37361,0.0908339,0.129324,0.0673743,0.221134
80327.0,0.0546431,0.0972316,0.367132,0.034254,0.131097,0.315642
80328.0,0.0366788,0.156369,0.567984,0.0242704,0.130514,0.0841837
80329.0,0.0086615,0.0189121,0.0435635,0.435318,0.346309,0.147236
80330.0,0.28337,0.119218,0.227509,0.128534,0.201064,0.0403048
80331.0,0.0545473,0.215999,0.0538928,0.364488,0.102308,0.208764
80332.0,0.183085,0.122064,0.169354,0.452207,0.00737666,0.0659133
80333.0,0.159183,0.134191,0.117684,0.0532755,0.0681029,0.467564
80334.0,0.0665711,0.143324,0.0845949,0.0930559,0.298252,0.314202
80335.0,0.36618,0.198968,0.11726,0.00387478,0.0840241,0.229693
80336.0,0.358317,0.00511968,0.147804,0.0583899,0.404789,0.0255809
80337.0,0.103493,0.241519,0.254303,0.158933,0.0190195,0.222732
80338.0,0.159349,0.0623345,0.352173,0.113038,0.0905839,0.222522
80339.0,0.0175034,0.0511111,0.28301,0.207047,0.160237,0.281092
80340.0,0.349339,0.0479413,0.186065,0.0349803,0.306633,0.0750418
80341.0,0.0796721,0.0611711,0.0481599,0.0138932,0.546819,0.250284
80342.0,0.0220691,0.263829,0.0553696,0.135524,0.334478,0.18873
80343.0,0.0511876,0.0564193,0.0305806,0.723299,0.115749,0.022765
80344.0,0.243039,0.00537846,0.463617,0.153057,0.0297165,0.105192
80345.0,0.112544,0.103786,0.317865,0.110458,0.22718,0.128167
80346.0,0.0374855,0.048762,0.165886,0.259994,0.261646,0.226226
80347.0,0.0736337,0.322601,0.135666,0.0567295,0.0245731,0.386797
80348.0,0.315431,0.183535,0.287173,0.0093312,0.193957,0.0105725
80349.0,0.107112,0.0871317,0.029281,0.237794,0.105951,0.432731
80350.0,0.12279,0.0460763,0.173268,0.480482,0.0865922,0.0907924
80351.0,0.0279675,0.0957208,0.380633,0.065031,0.106359,0.324289
80352.0,0.0327357,0.394706,0.250412,0.095502,0.176205,0.0504393
80353.0,0.0209614,0.482386,0.00689044,0.335652,0.130057,0.0240524
80354.0,0.446033,0.144079,0.0169903,0.053736,0.11472,0.224442
80355.0,0.0401215,0.177208,0.0489052,0.259181,0.0229191,0.451665
80356.0,0.00305625,0.329209,0.366084,0.0619291,0.132623,0.107099
80357.0,0.331047,0.0487301,0.482518,0.0903405,0.0380108,0.00935332
80358.0,0.0449605,0.0082235,0.229158,0.133348,0.0360478,0.548261
80359.0,0.0258735,0.351608,0.304833,0.043002,0.237122,0.0375612
80360.0,0.107199,0.0291231,0.196933,0.250225,0.399034,0.0174847
80361.0,0.185476,0.279066,0.0190177,0.0912966,0.10863,0.316513
80362.0,0.0652708,0.0115745,0.0764404,0.234375,0.60168,0.0106594
80363.0,0.03278,0.00938382,0.304815,0.265731,0.137356,0.249935
80364.0,0.0491325,0.504834,0.0526251,0.07301,0.292843,0.0275547
80365.0,0.168658,0.133088,0.0298221,0.0972036,0.305156,0.266073
80366.0,0.261412,0.163588,0.0836335,0.173794,0.0142899,0.303283
80367.0,0.415933,0.155368,0.269354,0.00378422,0.0893256,0.0662361
80368.0,0.0115374,0.246281,0.381878,0.1852,0.0708702,0.104233
80369.0,0.0475333,0.141917,0.270227,0.229694,0.295691,0.0149375
80370.0,0.0780314,0.411314,0.182896,0.0259594,0.185705,0.116093
80371.0,0.120829,0.372728,0.0975108,0.240595,0.0655496,0.102787
80372.0,0.142225,0.222473,0.111527,0.173758,0.28162,0.0683974
80373.0,0.167204,0.19945,0.114866,0.145849,0.186722,0.185909
80374.0,0.412799,0.0378936,0.0996547,0.332334,0.0332156,0.0841035
80375.0,0.21793,0.165487,0.381958,0.0842122,0.134457,0.015957
80376.0,0.354224,0.0195754,0.304051,0.262712,4.86431e-05,0.0593896
80377.0,0.0817338,0.104295,0.136594,0.502069,0.0337602,0.141548
80378.0,0.0405893,0.373851,0.476325,0.0284675,0.0698503,0.0109165
80379.0,0.447821,0.0402149,0.0879735,0.109723,0.121856,0.192411
80380.0,0.135833,0.231308,0.0358794,0.211282,0.0217674,0.363931
80381.0,0.101577,0.390728,0.0743435,0.159212,0.195874,0.0782658
80382.0,0.156075,0.00456883,0.03023,0.474251,0.100298,0.234577
80383.0,0.0070423,0.307279,0.0792043,0.14523,0.109937,0.351308
80384.0,0.263451,0.340013,0.0767143,0.139632,0.145415,0.0347734
80385.0,0.00536319,0.235389,0.111185,0.16104,0.00360299,0.483421
80386.0,0.0391559,0.119139,0.144253,0.441106,0.216968,0.0393782
80387.0,0.00141411,0.146325,0.00806083,0.109804,0.506078,0.228318
80388.0,0.172609,0.251269,0.232097,0.181433,0.140671,0.0219211
80389.0,0.298589,0.0181452,0.166022,0.422271,0.026013,0.0689602
80390.0,0.134673,0.294268,0.125937,0.105147,0.33823,0.00174529
80391.0,0.1561,0.101105,0.0413234,0.111048,0.351698,0.238725
80392.0,0.440828,0.17977,0.112062,0.227732,0.0384989,0.00110932
80393.0,0.075867,0.205698,0.135393,0.337955,0.188128,0.0569588
80394.0,0.197204,0.0708426,0.410903,0.113412,0.18508,0.0225584
80395.0,0.0273091,0.15157,0.589038,0.069058,0.0709247,0.0921002
80396.0,0.0833425,0.000908671,0.520872,0.06788,0.132754,0.194243
80397.0,0.285278,0.0749824,0.0414038,0.278354,0.0490326,0.270949
80398.0,0.12507,0.0355319,0.340354,0.0370011,0.318251,0.143792
80399.0,0.353922,0.0743095,0.429283,0.0448327,0.0369134,0.0607395
80400.0,0.21503,0.0467389,0.514651,0.11379,0.0331227,0.0766674
80401.0,0.0692802,0.32922,0.125769,0.324445,0.0243736,0.126912
80402.0,0.148333,0.365733,0.163377,0.0888177,0.0497555,0.183984
80403.0,0.202693,0.0414456,0.525649,0.0535763,0.072875,0.103762
80404.0,0.222875,0.183439,0.00337794,0.577419,0.00445903,0.00843093
80405.0,0.157201,0.142377,0.0308287,0.252306,0.398001,0.0192867
80406.0,0.439015,0.163248,0.127355,0.168545,0.00265055,0.0991857
80407.0,0.120552,0.176113,0.208073,0.318723,0.17322,0.00331897
80408.0,0.42892,0.0775771,0.123816,0.262025,0.0916523,0.0160089
80409.0,0.147758,0.334481,0.167268,0.0190211,0.144524,0.186948
80410.0,0.249348,0.103066,0.113139,0.0757595,0.415782,0.0429046
80411.0,0.103337,0.200748,0.315423,0.153619,0.18031,0.0465627
80412.0,0.17684,0.338833,0.18029,0.00780878,0.204158,0.0920696
80413.0,0.0413592,0.736579,0.0312457,0.081131,0.0993317,0.0103538
80414.0,0.383088,0.105072,0.24456,0.140118,0.124897,0.00226594
80415.0,0.101272,0.0501494,0.0338275,0.395612,0.0894991,0.32964
80416.0,0.0614906,0.254254,0.0196857,0.0937926,0.408834,0.161943
80417.0,0.28278,0.00272614,0.0139964,0.136868,0.144436,0.419193
80418.0,0.10024,0.212888,0.256191,0.0639249,0.333324,0.0334337
80419.0,0.258043,0.0204028,0.279927,0.364531,0.0171718,0.0599241
80420.0,0.123431,0.576982,0.00894748,0.0531318,0.219994,0.0175145
80421.0,0.102781,0.164795,0.0409276,0.196991,0.093278,0.401227
80422.0,0.269015,0.456783,0.10372,0.118465,0.00326278,0.0487541
80423.0,0.019251,0.0630824,0.545139,0.192844,0.0454191,0.134264
80424.0,0.153074,0.0765344,0.331813,0.0871085,0.0356958,0.315775
80425.0,0.0133116,0.0725259,0.47178,0.0248563,0.0604405,0.357086
80426.0,0.08963,0.0119143,0.108404,0.399234,0.0678566,0.322961
80427.0,0.13929,0.0322067,0.127796,0.0735222,0.54153,0.085655
80428.0,0.0438501,0.0596694,0.361548,0.345299,0.0712683,0.118365
80429.0,0.252499,0.228948,0.239228,0.133403,0.12131,0.0246123
80430.0,0.367456,0.00980977,0.0236826,0.0740328,0.217591,0.307427
80431.0,0.0385191,0.000621264,0.184335,0.059191,0.475139,0.242194
80432.0,0.238777,0.0968746,0.0214852,0.401116,0.241689,5.84822e-05
80433.0,0.00993803,0.0492317,0.294867,0.303204,0.154502,0.188257
80434.0,0.346923,0.0319314,0.357345,0.176174,0.0180372,0.0695894
80435.0,0.216833,0.152883,0.107423,0.0323543,0.00770549,0.482801
80436.0,0.196109,0.00650812,0.58838,0.161027,0.00668753,0.0412881
80437.0,0.370239,0.0802459,0.0250352,0.0389874,0.185265,0.300228
80438.0,0.108078,0.118862,0.391324,0.0619968,0.0480263,0.271713
80439.0,0.130109,0.182031,0.389711,0.0490578,0.211596,0.0374955
80440.0,0.0206819,0.0682426,0.0168667,0.221056,0.31742,0.355733
80441.0,0.226341,0.516659,0.00300435,0.153584,0.0984932,0.0019181
80442.0,0.0879711,0.218505,0.0152006,0.184735,0.0463238,0.447265
80443.0,0.120646,0.272702,0.0493989,0.0553558,0.451077,0.0508209
80444.0,0.185011,0.319947,0.0444296,0.056049,0.292101,0.102463
80445.0,0.0317872,0.145264,0.148289,0.158091,0.486446,0.0301231
80446.0,0.234454,0.231736,0.156635,0.0807099,0.207036,0.0894284
80447.0,0.125699,0.0358545,0.0924251,0.122305,0.352392,0.271325
80448.0,0.0298926,0.0167196,0.00381081,0.46808,0.288738,0.192758
80449.0,0.0950101,0.395635,0.0443287,0.193121,0.254044,0.0178609
80450.0,0.0929423,0.0280466,0.284576,0.472896,0.00488174,0.116658
80451.0,0.080897,0.327644,0.115796,0.344189,0.124,0.00747338
80452.0,0.448319,0.0326598,0.396433,0.0186348,0.00827394,0.0956794
80453.0,0.0775724,0.185386,0.134234,0.270336,0.290489,0.0419834
80454.0,0.0690655,0.218027,0.110469,0.0582783,0.17647,0.367691
80455.0,0.0270203,0.151416,0.118227,0.530895,0.01219,0.160252
80456.0,0.151171,0.0740282,0.142242,0.0260681,0.107364,0.499127
80457.0,0.0268131,0.26378,0.043827,0.061746,0.328965,0.274869
80458.0,0.211819,0.332877,0.0775899,0.0310415,0.218093,0.128579
80459.0,0.154433,0.0955962,0.156186,0.210371,0.192127,0.191287
80460.0,0.132916,0.083556,0.356302,0.137261,0.0904713,0.199494
80461.0,0.150579,0.187462,0.446592,0.0721181,0.0904799,0.0527685
80462.0,0.165912,0.138312,0.124945,0.144666,0.264799,0.161366
80463.0,0.313034,0.00935082,0.0482129,0.0091775,0.0790874,0.541137
80464.0,0.146596,0.165292,0.124903,0.112668,0.347056,0.103485
80465.0,0.38837,0.154228,0.10623,0.192999,0.0562065,0.101966
80466.0,0.319924,0.450226,0.000471533,0.0845988,0.0635373,0.0812425
80467.0,0.345074,0.0542952,0.192901,0.267036,0.135273,0.0054215
80468.0,0.0151592,0.0659722,0.160325,0.198328,0.307753,0.252463
80469.0,0.152208,0.021237,0.500829,0.234535,0.0779225,0.0132682
80470.0,0.0782072,0.134734,0.119368,0.142291,0.377711,0.14769
80471.0,0.263647,0.10399,0.175361,0.214963,0.19423,0.0478082
80472.0,0.464203,0.0374483,0.218676,0.0498977,0.225702,0.00407331
80473.0,0.346176,0.0812983,0.242998,0.055684,0.264333,0.00951021
80474.0,0.160584,0.0121157,0.246403,0.390821,0.112989,0.0770881
80475.0,0.37358,0.0547423,0.0493673,0.287444,0.108852,0.126014
80476.0,0.537209,0.00901605,0.136716,0.0916863,0.0239567,0.201415
80477.0,0.172419,0.0721311,0.225096,0.159471,0.0302702,0.340612
80478.0,0.0920011,0.0362199,0.26881,0.334002,0.204843,0.0641241
80479.0,0.143262,0.239261,0.0335596,0.250015,0.100203,0.233699
80480.0,0.167416,0.383912,0.131424,0.0327806,0.00889326,0.275574
80481.0,0.0776022,0.173384,0.155797,0.0201805,0.145041,0.427995
80482.0,0.00280342,0.13504,0.385837,0.103656,0.235463,0.137201
80483.0,0.223981,0.0866059,0.161799,0.121374,0.125875,0.280366
80484.0,0.137786,0.218132,0.304455,0.0442843,0.283413,0.0119298
80485.0,0.0924269,0.145944,0.312975,0.00351612,0.442152,0.00298694
80486.0,0.0871967,0.0319542,0.00168076,0.0111861,0.226059,0.641923
80487.0,0.231181,0.068762,0.15217,0.143015,0.151749,0.253123
80488.0,0.141682,0.521121,0.0693219,0.00538697,0.00961618,0.252872
80489.0,0.198639,0.085551,0.180589,0.00471134,0.127844,0.402666
80490.0,0.0399389,0.445888,0.0177516,0.00463703,0.358022,0.133762
80491.0,0.0539474,0.656905,0.0701807,0.110466,0.0895945,0.0189061
80492.0,0.0488984,0.518631,0.0866362,0.169507,0.0894818,0.0868455
80493.0,0.0540996,0.164161,0.0198568,0.27858,0.335686,0.147617
80494.0,0.0766938,0.335406,0.120682,0.151618,0.285254,0.0303469
80495.0,0.00676886,0.0362123,0.111628,0.000222046,0.0736492,0.771519
80496.0,0.314453,0.192749,0.0211895,0.0739278,0.0458094,0.351871
80497.0,0.33039,0.0658281,0.0059173,0.106786,0.164188,0.32689
80498.0,0.00253301,0.569518,0.229658,0.0415011,0.137268,0.0195213
80499.0,0.0552168,0.155754,0.0752267,0.241271,0.0393772,0.433155
80500.0,0.142457,0.0746082,0.36791,0.271417,0.0257365,0.117871
80501.0,0.113559,0.0715671,0.10412,0.022892,0.343956,0.343906
80502.0,0.0963999,0.0807268,0.127407,0.550971,0.0662021,0.0782927
80503.0,0.259849,0.0044394,0.313089,0.254022,0.079499,0.0891012
80504.0,0.0959406,0.0514358,0.114277,0.149351,0.132005,0.456991
80505.0,0.237425,0.129718,0.318554,0.0673108,0.220903,0.0260899
80506.0,0.0809389,0.358552,0.258432,0.250463,0.0234847,0.0281291
80507.0,0.34716,0.0235286,0.0938405,0.475071,0.00903495,0.0513645
80508.0,0.0925338,0.693243,0.0494775,0.128348,0.0118364,0.024561
80509.0,0.193937,0.0310124,0.22709,0.259361,0.172229,0.116371
80510.0,0.0667986,0.0956018,0.0841115,0.295878,0.38462,0.0729897
80511.0,0.157058,0.20767,0.0412685,0.0467974,0.431531,0.115674
80512.0,0.403609,0.0719864,0.122672,0.187185,0.0939754,0.120572
80513.0,0.164462,0.348632,0.120065,0.0543671,0.0578814,0.254593
80514.0,0.0397746,0.321045,0.185797,0.00164422,0.0555875,0.396151
80515.0,0.0365655,0.0129797,0.271301,0.230122,0.2563,0.192732
80516.0,0.351253,0.0315463,0.190849,0.0942159,0.237269,0.094866
80517.0,0.304116,0.0299414,0.138419,0.0469612,0.214333,0.266229
80518.0,0.0753585,0.0770879,0.126744,0.167643,0.454536,0.0986314
80519.0,0.207394,0.233502,0.0493735,0.0120942,0.480453,0.0171833
80520.0,0.00955369,0.0918198,0.121579,0.170442,0.392743,0.213863
80521.0,0.00630888,0.311706,0.167039,0.116616,0.309402,0.0889281
80522.0,0.466919,0.201189,0.0386199,0.0688637,0.093291,0.131118
80523.0,0.352656,0.0904214,0.0515563,0.100506,0.387588,0.0172719
80524.0,0.0194541,0.294741,0.17449,0.0451624,0.396914,0.0692388
80525.0,0.0115462,0.0419214,0.0388621,0.612542,0.278988,0.0161408
80526.0,0.0933492,0.284522,0.136877,0.23338,0.212489,0.0393824
80527.0,0.141395,0.231314,0.21491,0.0199137,0.20789,0.184577
80528.0,0.103763,0.11165,0.431329,0.00722251,0.1565,0.189535
80529.0,0.0859197,0.294626,0.0315562,0.235601,0.223446,0.128851
80530.0,0.0134115,0.141104,0.403126,0.120122,0.27896,0.0432768
80531.0,0.357822,0.256734,0.0254454,0.217819,0.107334,0.0348452
80532.0,0.238125,0.048051,0.0996812,0.140588,0.374069,0.0994856
80533.0,0.078704,0.0529185,0.224252,0.0363111,0.260284,0.347531
80534.0,0.0742205,0.381112,0.0726477,0.0454013,0.151639,0.27498
80535.0,0.041335,0.0486744,0.70376,0.141372,0.0505837,0.0142755
80536.0,0.0531852,0.319353,0.0014477,0.519359,0.0518578,0.0547967
80537.0,0.324074,0.0132217,0.279374,0.167243,0.146705,0.0693822
80538.0,0.00983655,0.159417,0.268906,0.0292223,0.237101,0.295517
80539.0,0.191622,0.0116743,0.0113175,0.415782,0.0740716,0.295534
80540.0,0.280899,0.00234773,0.0235051,0.456723,0.174364,0.0621615
80541.0,0.0117822,0.422183,0.117823,0.0384305,0.379986,0.0297956
80542.0,0.460114,0.0134278,0.104346,0.157717,0.0250936,0.239302
80543.0,0.230644,0.181392,0.15636,0.351761,0.0280666,0.0517771
80544.0,0.137555,0.118871,0.0380405,0.0227709,0.0342926,0.648471
80545.0,0.0602152,0.648901,0.0465245,0.0812284,0.0810667,0.0820639
80546.0,0.387842,0.192502,0.137362,0.13239,0.132075,0.0178296
80547.0,0.195088,0.0921065,0.164564,0.0715133,0.0674634,0.409265
80548.0,0.444857,0.125413,0.13881,0.117538,0.0340234,0.139359
80549.0,0.0273392,0.500406,0.165063,0.0993736,0.0403454,0.167473
80550.0,0.302591,0.13112,0.293121,0.186782,0.0613252,0.0250612
80551.0,0.706819,0.0250443,0.192963,0.0353249,0.0312633,0.0085851
80552.0,0.286544,0.137161,0.344484,0.107729,0.107766,0.0163169
80553.0,0.178413,0.0929016,0.27107,0.0532617,0.134768,0.269585
80554.0,0.091743,0.231963,0.0019502,0.0866254,0.55152,0.0361989
80555.0,0.273941,0.0446012,0.164147,0.171865,0.0602367,0.28521
80556.0,0.341226,0.226346,0.035628,0.238114,0.0305396,0.128146
80557.0,0.359219,0.0113364,0.471226,0.0149462,0.0611444,0.0821286
80558.0,0.0731218,0.120661,0.0405934,0.280408,0.416223,0.0689926
80559.0,0.0817313,0.00205458,0.245449,0.625566,0.0341422,0.0110564
80560.0,0.12754,0.187587,0.0951656,0.298433,0.0443312,0.246943
80561.0,0.0347247,0.0103282,0.164549,0.565659,0.00467561,0.220063
80562.0,0.28107,0.188095,0.0205008,0.0251599,0.386227,0.0989476
80563.0,0.139519,0.02919,0.173006,0.157187,0.41405,0.0870479
80564.0,0.00179829,0.309981,0.0716132,0.00481998,0.297897,0.31389
80565.0,0.235089,0.0539607,0.333525,0.0156226,0.00508542,0.356717
80566.0,0.11698,0.310724,0.0689256,0.236249,0.171334,0.0957874
80567.0,0.177689,0.0536027,0.0566509,0.0853407,0.0481328,0.578584
80568.0,0.0247015,0.395267,0.206181,0.200305,0.026198,0.147348
80569.0,0.257059,0.248951,0.0998477,0.0488744,0.0507525,0.294516
80570.0,0.0723042,0.0989998,0.102026,0.137943,0.283639,0.305088
80571.0,0.029547,0.0206623,0.441396,0.309307,0.160679,0.0384084
80572.0,0.130725,0.273734,0.000391255,0.281704,0.148086,0.16536
80573.0,0.0750522,0.0115543,0.351388,0.271279,0.0219998,0.268726
80574.0,0.180124,0.187286,0.0196917,0.110102,0.0406729,0.462123
80575.0,0.0781596,0.0654587,0.525609,0.0921949,0.200675,0.0379033
80576.0,0.203573,0.0676501,0.501343,0.0434981,0.0584661,0.12547
80577.0,0.0121034,0.00229878,0.115427,0.363185,0.310103,0.196883
80578.0,0.191668,0.145113,0.120415,0.141913,0.360007,0.0408843
80579.0,0.102261,0.162566,0.235705,0.36737,0.0904228,0.0416757
80580.0,0.0616898,0.124786,0.00555172,0.388812,0.244744,0.174416
80581.0,0.0528312,0.486064,0.0824083,0.0286649,0.0465805,0.303451
80582.0,0.0877459,0.330991,0.138302,0.0284221,0.0470042,0.367535
80583.0,0.10146,0.0334794,0.072255,0.0752025,0.348058,0.369545
80584.0,0.0303295,0.216868,0.241744,0.158693,0.00979567,0.342569
80585.0,0.110962,0.0168741,0.0959463,0.0391969,0.523302,0.213719
80586.0,0.426859,0.0378284,0.00488278,0.125714,0.193861,0.210854
80587.0,0.169552,0.118922,0.520505,0.0887272,0.084692,0.0176024
80588.0,0.20719,0.000957183,0.260371,0.399143,0.0569892,0.0753506
80589.0,0.255247,0.0145754,0.157714,0.183411,0.190988,0.198064
80590.0,0.175533,0.146994,0.114189,0.387675,0.155152,0.0204568
80591.0,0.0194282,0.0181135,0.0766742,0.309007,0.270084,0.306693
80592.0,0.0677597,0.309753,0.122349,0.111557,0.0895542,0.299027
80593.0,0.0828183,0.0787845,0.0836793,0.370703,0.0267301,0.357285
80594.0,0.208635,0.148337,0.0668662,0.153794,0.0452953,0.377072
80595.0,0.00791648,0.28284,0.221037,0.28433,0.0389978,0.164878
80596.0,0.413505,0.0189295,0.0917987,0.173938,0.232679,0.0691499
80597.0,0.0425674,0.289618,0.053538,0.172378,0.251663,0.190235
80598.0,0.0448163,0.424949,0.163656,0.0237842,0.138223,0.204572
80599.0,0.039487,0.0263375,0.197555,0.255676,0.146188,0.334757
80600.0,0.152212,0.166498,0.088291,0.0406236,0.197813,0.354562
80601.0,0.525161,0.0315179,0.0961057,0.119834,0.161229,0.0661522
80602.0,0.226587,0.0174721,0.171342,0.112947,0.467066,0.00458576
80603.0,0.0115492,0.0277383,0.663255,0.0823332,0.189113,0.0260107
80604.0,0.338506,0.129802,0.127495,0.120797,0.168971,0.11443
80605.0,0.0691047,0.00586652,0.378906,0.250201,0.222342,0.0735795
80606.0,0.0974523,0.253287,0.0580627,0.127776,0.0653325,0.39809
80607.0,0.192964,0.0185377,0.215511,0.0895541,0.0611044,0.422329
80608.0,0.112167,0.279629,0.406416,0.0887339,0.0161286,0.0969256
80609.0,0.480878,0.239202,0.0543137,0.0936737,0.119892,0.0120403
80610.0,0.0260542,0.315884,0.359535,0.154835,0.0365882,0.107103
80611.0,0.00307084,0.577696,0.0832785,0.0227657,0.0798153,0.233373
80612.0,0.190679,0.180228,0.0378224,0.541606,9.67387e-05,0.0495681
80613.0,0.252366,0.0161015,0.183384,0.0913438,0.234168,0.222637
80614.0,0.0092211,0.340449,0.166897,0.280681,0.135381,0.0673711
80615.0,0.0501474,0.347008,0.115806,0.0883802,0.181066,0.217592
80616.0,0.00409642,0.123211,0.0259432,0.471192,0.31125,0.0643074
80617.0,0.221454,0.0148565,0.265546,0.22623,0.179865,0.0920489
80618.0,0.0269125,0.113773,0.4294,0.0178415,0.40873,0.0033429
80619.0,0.486501,0.0886276,0.0675237,0.110529,0.211123,0.0356957
80620.0,0.125761,0.213725,0.00767179,0.400395,0.149894,0.102554
80621.0,0.171657,0.0127574,0.18667,0.388972,0.143538,0.0964059
80622.0,0.245398,0.0182682,0.115665,0.0448529,0.160425,0.415391
80623.0,0.184999,0.165648,0.0145416,0.20382,0.430748,0.000243469
80624.0,0.0452841,0.225708,0.275722,0.0534551,0.224933,0.174899
80625.0,0.0841368,0.244461,0.137056,0.158303,0.2172,0.158843
80626.0,0.0177059,0.170565,0.38158,0.0232566,0.338445,0.0684476
80627.0,0.0781485,0.118911,0.0122294,0.599911,0.0399017,0.150898
80628.0,0.158009,0.0199159,0.0671911,0.410626,0.255977,0.0882811
80629.0,0.0752825,0.146935,0.194572,0.303297,0.0171033,0.26281
80630.0,0.195154,0.341092,0.114047,0.124181,0.0299514,0.195575
80631.0,0.453039,0.0204317,0.12739,0.343811,0.0175807,0.0377477
80632.0,0.144814,0.282249,0.269517,0.0453183,0.0282129,0.229888
80633.0,0.10168,0.0724651,0.0171007,0.521301,0.0536079,0.233845
80634.0,0.551843,0.159341,0.0288983,0.098484,0.0871554,0.0742783
80635.0,0.0810665,0.231565,0.0624273,0.106016,0.422847,0.0960777
80636.0,0.142726,0.243367,0.0334282,0.235804,0.320955,0.0237204
80637.0,0.0480058,0.170243,0.042198,0.189962,0.522505,0.0270861
80638.0,0.155696,0.0733616,0.0705788,0.000589412,0.605518,0.094256
80639.0,0.0572125,0.0993491,0.176721,0.103783,0.49152,0.0714148
80640.0,0.0862686,0.176472,0.505831,0.0540744,0.0869109,0.0904422
80641.0,0.0435517,0.106271,0.0886852,0.0338589,0.681403,0.0462298
80642.0,0.114276,0.241393,0.0931529,0.00246249,0.0503306,0.498385
80643.0,0.0107688,0.355522,0.368893,0.164427,0.0098983,0.0904906
80644.0,0.0946164,0.265323,0.143511,0.130429,0.287264,0.0788565
80645.0,0.153337,0.149483,0.373368,0.280476,0.0174603,0.0258765
80646.0,0.0203712,0.127234,0.600138,0.235951,0.0141316,0.00217507
80647.0,0.603277,0.0052734,0.208862,0.150681,0.0164791,0.0154279
80648.0,0.256018,0.00238266,0.431119,0.10338,0.114818,0.0922819
80649.0,0.104935,0.2829,0.240457,0.164019,0.0318423,0.175848
80650.0,0.179447,0.191848,0.502675,0.050752,0.0620538,0.0132238
80651.0,0.062679,0.0684549,0.109911,0.0786093,0.361299,0.319047
80652.0,0.141719,0.236198,0.161481,0.192641,0.229138,0.0388229
80653.0,0.0803571,0.0196827,0.527812,0.0610459,0.0730248,0.238078
80654.0,0.0304565,0.682707,0.0735017,0.0100559,0.0989448,0.104334
80655.0,0.016288,0.0723653,0.0348096,0.435648,0.426034,0.014855
80656.0,0.351906,0.274884,0.0842202,0.00836738,0.0810931,0.199529
80657.0,0.0443203,0.68417,0.0926687,0.0428587,0.0341209,0.101861
80658.0,0.0465435,0.245583,0.0174991,0.52453,0.154272,0.0115722
80659.0,0.117667,0.0629174,0.134495,0.418551,0.223452,0.0429176
80660.0,0.0293013,0.189714,0.0338528,0.0985118,0.154642,0.493979
80661.0,0.114601,0.119429,0.0808214,0.00385546,0.278413,0.40288
80662.0,0.330558,0.116081,0.116248,0.316497,0.0188642,0.101752
80663.0,0.316676,0.127114,0.274647,0.014711,0.22186,0.0449925
80664.0,0.321396,0.0948629,0.198246,0.20308,0.0881793,0.094237
80665.0,0.222078,0.12385,0.233809,0.126368,0.0909748,0.202921
80666.0,0.00940417,0.162059,0.0531533,0.215233,0.462152,0.097998
80667.0,0.278921,0.0135903,0.129152,0.0556485,0.193515,0.329173
80668.0,0.40816,0.0095414,0.454853,0.00716389,0.0824652,0.0378164
80669.0,0.0676073,0.774713,0.0232909,0.0263248,0.0846474,0.023417
80670.0,0.0578633,0.119517,0.00327356,0.0283398,0.044267,0.746739
80671.0,0.11659,0.144463,0.011353,0.149477,0.562715,0.0154014
80672.0,0.0926198,0.192633,0.18188,0.36652,0.163903,0.00244426
80673.0,0.238105,0.180969,0.0527969,0.099868,0.237533,0.190728
80674.0,0.200727,0.0254533,0.281516,0.257032,0.0591951,0.176077
80675.0,0.128542,0.211113,0.077488,0.0382083,0.381712,0.162938
80676.0,0.13972,0.00624992,0.0438722,0.0838163,0.529488,0.196854
80677.0,0.172555,0.282628,0.432486,0.0544485,0.0524794,0.00540282
80678.0,0.00734199,0.541392,0.173743,0.0333033,0.215507,0.0287129
80679.0,0.0616296,0.259652,0.268701,0.00696882,0.257241,0.145807
80680.0,0.0363856,0.509668,0.246076,0.148865,0.00735096,0.0516544
80681.0,0.102685,0.234319,0.288188,0.0806787,0.162346,0.131783
80682.0,0.0600078,0.106309,0.0757066,0.148372,0.114057,0.495547
80683.0,0.0192647,0.339639,0.27461,0.136069,0.143793,0.0866243
80684.0,0.230087,0.113602,0.0127431,0.0492187,0.40161,0.192739
80685.0,0.181054,0.393397,0.0878025,0.230951,0.0138835,0.0929114
80686.0,0.023243,0.0771996,0.0402873,0.27884,0.566451,0.0139792
80687.0,0.0724168,0.0952198,0.159168,0.241183,0.14442,0.287593
