simulation,Entropy,Sharpness,Gradient,RMS_Contrast,SNR
71249.0,0.394345,0.0734914,0.0686733,0.138393,0.325097
71250.0,0.103488,0.0185428,0.69665,0.167244,0.0140758
71251.0,0.434913,0.0374438,0.0422039,0.102322,0.383118
71252.0,0.413944,0.137955,0.344192,0.0810344,0.0228747
71253.0,0.124063,0.0699532,0.12264,0.0564759,0.626868
71254.0,0.185306,0.693883,0.0519621,0.0220787,0.0467709
71255.0,0.282837,0.346584,0.128636,0.12663,0.115313
71256.0,0.302849,0.252093,0.22026,0.178558,0.0462402
71257.0,0.192294,0.0913071,0.153958,0.402239,0.160203
71258.0,0.111813,0.0346049,0.271163,0.311542,0.270877
71259.0,0.0605748,0.110145,0.278281,0.24053,0.31047
71260.0,0.0270534,0.310539,0.316653,0.0722548,0.2735
71261.0,0.072013,0.602564,0.140518,0.111517,0.0733877
71262.0,0.228351,0.209546,0.0747092,0.0375907,0.449803
71263.0,0.0555889,0.0621958,0.213421,0.627722,0.0410716
71264.0,0.27495,0.0936361,0.000969592,0.0763887,0.554055
71265.0,0.0511793,0.301156,0.29689,0.174679,0.176096
71266.0,0.0111545,0.575902,0.0820508,0.129302,0.201591
71267.0,0.241654,0.0219721,0.591057,0.105193,0.040124
71268.0,0.053868,0.541482,0.0352973,0.339899,0.0294537
71269.0,0.814166,0.0226444,0.00330875,0.0532993,0.106582
71270.0,0.119871,0.224274,0.222774,0.387538,0.0455432
71271.0,0.169251,0.576793,0.0281071,0.0681785,0.157671
71272.0,0.254701,0.00156241,0.0525117,0.25096,0.440264
71273.0,0.0537071,0.0232025,0.215553,0.571201,0.136336
71274.0,0.11264,0.250567,0.22516,0.402835,0.00879766
71275.0,0.247797,0.254989,0.0169536,0.263157,0.217104
71276.0,0.00514407,0.00589762,0.701446,0.0470421,0.24047
71277.0,0.202944,0.167328,0.55777,0.0455693,0.0263886
71278.0,0.139977,0.34009,0.125195,0.0583934,0.336345
71279.0,0.154876,0.224633,0.107655,0.342475,0.170361
71280.0,0.19109,0.230529,0.147298,0.418811,0.0122708
71281.0,0.0695046,0.3841,0.00510263,0.0254554,0.515838
71282.0,0.218422,0.257995,0.112269,0.0754022,0.335913
71283.0,0.0931421,0.100148,0.0351237,0.242918,0.528668
71284.0,0.0527556,0.36538,0.251171,0.241882,0.0888115
71285.0,0.349664,0.0629008,0.102596,0.362755,0.122083
71286.0,0.289238,0.110497,0.140932,0.388545,0.0707889
71287.0,0.134909,0.251982,0.165117,0.356008,0.0919836
71288.0,0.351742,0.34535,0.157219,0.117703,0.0279867
71289.0,0.309503,0.317938,0.12323,0.0271844,0.222144
71290.0,0.523093,0.0888464,0.0257042,0.273857,0.0884994
71291.0,0.325805,0.215161,0.040491,0.304305,0.114238
71292.0,0.0792293,0.431402,0.162926,0.133577,0.192866
71293.0,0.287879,0.0919624,0.0163719,0.52654,0.0772469
71294.0,0.067795,0.0513103,0.136101,0.452467,0.292327
71295.0,0.416703,0.00877805,0.00453258,0.0675547,0.502431
71296.0,0.186022,0.215925,0.0643659,0.135279,0.398409
71297.0,0.264019,0.256844,0.00737133,0.234532,0.237233
71298.0,0.0453988,0.139942,0.180691,0.191115,0.442853
71299.0,0.0192134,0.366268,0.28026,0.174623,0.159636
71300.0,0.115227,0.131938,0.496371,0.105045,0.151419
71301.0,0.0181115,0.00360142,0.423286,0.453927,0.101074
71302.0,0.00149804,0.455019,0.000982575,0.438314,0.104187
71303.0,0.256827,0.315863,0.0737615,0.179962,0.173585
71304.0,0.36066,0.0290284,0.220381,0.287001,0.10293
71305.0,0.0694664,0.18741,0.531289,0.124537,0.0872977
71306.0,0.131118,0.0983869,0.234867,0.485644,0.0499838
71307.0,0.474891,0.0431315,0.318264,0.117448,0.046266
71308.0,0.294453,0.14378,0.049972,0.191887,0.319908
71309.0,0.0436888,0.0959219,0.437903,0.311286,0.1112
71310.0,0.120581,0.166842,0.039602,0.456034,0.216941
71311.0,0.148041,0.236053,0.416313,0.139738,0.0598554
71312.0,0.0952862,0.118116,0.594928,0.0353214,0.156348
71313.0,0.193263,0.109,0.00861573,0.505689,0.183433
71314.0,0.463409,0.34219,0.0319803,0.085423,0.0769978
71315.0,0.0272245,0.544687,0.0496369,0.218438,0.160013
71316.0,0.446136,0.073879,0.102344,0.199706,0.177935
71317.0,0.0559587,0.0331536,0.459998,0.0148352,0.436054
71318.0,0.125789,0.090676,0.0643373,0.227886,0.491312
71319.0,0.0497105,0.0814336,0.126884,0.313486,0.428486
71320.0,0.0813344,0.0605727,0.262995,0.442106,0.152992
71321.0,0.25271,0.208712,0.114118,0.148756,0.275704
71322.0,0.15132,0.308678,0.0206269,0.274751,0.244624
71323.0,0.150613,0.256395,0.094843,0.0230134,0.475136
71324.0,0.0744881,0.465624,0.124284,0.297593,0.0380108
71325.0,0.0083234,0.0436953,0.0309401,0.87156,0.0454807
71326.0,0.00422125,0.341349,0.0628409,0.570138,0.02145
71327.0,0.295406,0.0247114,0.11238,0.0518583,0.515645
71328.0,0.353167,0.0596353,0.154333,0.431037,0.00182724
71329.0,0.19777,0.17832,0.207183,0.0404697,0.376257
71330.0,0.0137179,0.203518,0.130206,0.418098,0.234459
71331.0,0.00579346,0.0124836,0.677563,0.087362,0.216798
71332.0,0.022385,0.626244,0.132956,0.201552,0.0168637
71333.0,0.277604,0.0673604,0.225799,0.370634,0.058603
71334.0,0.0037676,0.0783242,0.65638,0.0372792,0.224249
71335.0,0.229181,0.287335,0.248744,0.198072,0.0366679
71336.0,0.086045,0.141921,0.279642,0.131585,0.360806
71337.0,0.172083,0.14247,0.0733696,0.461039,0.151039
71338.0,0.155838,0.131814,0.0051978,0.285421,0.421729
71339.0,0.334936,0.0639564,0.123695,0.36009,0.117323
71340.0,0.0355244,0.523004,0.225718,0.107018,0.108735
71341.0,0.0770238,0.105505,0.669576,0.0775213,0.0703739
71342.0,0.0374734,0.297106,0.307499,0.34994,0.00798079
71343.0,0.327972,0.0996004,0.437294,0.019403,0.115731
71344.0,0.0868574,0.156944,0.169413,0.361366,0.225419
71345.0,0.0149545,0.316198,0.099635,0.234358,0.334854
71346.0,0.47314,0.0576051,0.165132,0.274104,0.0300189
71347.0,0.123935,0.0178195,0.320076,0.467195,0.070975
71348.0,0.0577896,0.210223,0.266184,0.124458,0.341346
71349.0,0.259641,0.236476,0.3571,0.0146392,0.132144
71350.0,0.272986,0.168507,0.396112,0.133959,0.0284369
71351.0,0.0387319,0.22746,0.329126,0.32156,0.0831222
71352.0,0.119419,0.211324,0.2064,0.355847,0.10701
71353.0,0.0780181,0.190176,0.199155,0.369291,0.16336
71354.0,0.448105,0.245282,0.108912,0.186922,0.0107779
71355.0,0.387163,0.1209,0.228743,0.0885345,0.174659
71356.0,0.086144,0.0239,0.0444278,0.773005,0.0725235
71357.0,0.0792281,0.415592,0.17159,0.257232,0.0763581
71358.0,0.136696,0.507571,0.0106354,0.308584,0.036514
71359.0,0.0257724,0.163279,0.320713,0.439726,0.0505096
71360.0,0.0206438,0.0291134,0.0171834,0.766654,0.166406
71361.0,0.136855,0.164539,0.23599,0.0697155,0.3929
71362.0,0.00323913,0.27566,0.102726,0.103381,0.514993
71363.0,0.420328,0.110594,0.407297,0.0168734,0.044907
71364.0,0.362109,0.231234,0.150903,0.0321474,0.223607
71365.0,0.24092,0.0249036,0.263487,0.293978,0.176711
71366.0,0.248985,0.00138368,0.054776,0.538773,0.156082
71367.0,0.347142,0.120861,0.0502645,0.154268,0.327464
71368.0,0.00558353,0.581013,0.0694273,0.144537,0.199439
71369.0,0.0983896,0.095607,0.579869,0.111398,0.114736
71370.0,0.150174,0.64587,0.0406408,0.1347,0.028615
71371.0,0.0990964,0.331324,0.252965,0.138372,0.178242
71372.0,0.0044531,0.322987,0.0919372,0.468036,0.112587
71373.0,0.0466563,0.3596,0.433683,0.117289,0.0427719
71374.0,0.642199,0.0662309,0.123541,0.143111,0.0249175
71375.0,0.147572,0.60768,0.0825852,0.0959235,0.0662391
71376.0,0.112685,0.377457,0.0298645,0.0257171,0.454277
71377.0,0.0482297,0.55393,0.279367,0.0543152,0.0641575
71378.0,0.0469895,0.407235,0.323611,0.170265,0.0518997
71379.0,0.191054,0.266523,0.291354,0.115601,0.135468
71380.0,0.0241063,0.479211,0.148391,0.204076,0.144215
71381.0,0.168693,0.187531,0.0807843,0.435337,0.127654
71382.0,0.00391506,0.196234,0.259234,0.369285,0.171332
71383.0,0.0185109,0.0842368,0.0950701,0.602336,0.199846
71384.0,0.114166,0.225079,0.14249,0.471057,0.047208
71385.0,0.0427998,0.470074,0.0423676,0.0143268,0.430432
71386.0,0.320999,0.0729796,0.0881267,0.150921,0.366973
71387.0,0.0629984,0.142784,0.265544,0.272301,0.256373
71388.0,0.103199,0.136439,0.238579,0.139153,0.382631
71389.0,0.335017,0.0766037,0.514472,0.0223015,0.0516051
71390.0,0.221133,0.319676,0.124477,0.0788802,0.255833
71391.0,0.112411,0.121284,0.0232318,0.225395,0.517679
71392.0,0.4735,0.0854899,0.0652817,0.120578,0.25515
71393.0,0.76263,0.0723101,0.0935434,0.00118411,0.0703322
71394.0,0.105687,0.0104659,0.370412,0.180168,0.333267
71395.0,0.100112,0.545772,0.120499,0.151264,0.0823523
71396.0,0.0150185,0.541724,0.0119176,0.268511,0.162829
71397.0,0.060635,0.369287,0.396025,0.00482458,0.169228
71398.0,0.193531,0.144936,0.411821,0.106465,0.143247
71399.0,0.406448,0.356583,0.0540213,0.0890435,0.0939041
71400.0,0.187424,0.332752,0.245444,0.0747124,0.159668
71401.0,0.239722,0.485399,0.130867,0.00436678,0.139645
71402.0,0.166076,0.407974,0.0513293,0.153113,0.221507
71403.0,0.683653,0.0732686,0.18095,0.0399688,0.0221591
71404.0,0.0725046,0.211117,0.124979,0.2112,0.3802
71405.0,0.118995,0.420298,0.270816,0.0260602,0.163831
71406.0,0.0120824,0.0857863,0.209901,0.000960057,0.69127
71407.0,0.0981691,0.146463,0.0368825,0.232165,0.486321
71408.0,0.144633,0.227961,0.0668522,0.538774,0.0217799
71409.0,0.0913601,0.481211,0.146274,0.200076,0.081079
71410.0,0.350869,0.160568,0.0417728,0.0653804,0.38141
71411.0,0.0525641,0.428276,0.0404056,0.115517,0.363237
71412.0,0.0849113,0.52985,0.237604,0.1108,0.0368348
71413.0,0.126718,0.0772727,0.0986363,0.17398,0.523392
71414.0,0.320508,0.144398,0.0177512,0.405906,0.111436
71415.0,0.233708,0.0756358,0.174523,0.210706,0.305428
71416.0,0.0261502,0.0470451,0.748559,0.0613326,0.116913
71417.0,0.191776,0.0510257,0.57709,0.014049,0.16606
71418.0,0.276806,0.0208327,0.229034,0.355994,0.117333
71419.0,0.176867,0.166784,0.112101,0.0310757,0.513172
71420.0,0.0568752,0.573475,0.0197386,0.209244,0.140667
71421.0,0.269577,0.179836,0.302628,0.238805,0.00915488
71422.0,0.0627151,0.335567,0.105596,0.386269,0.109853
71423.0,0.102408,0.68787,0.0110638,0.0428804,0.155778
71424.0,0.498048,0.137135,0.135435,0.132481,0.0969012
71425.0,0.334965,0.107335,0.0734881,0.366099,0.118114
71426.0,0.461208,0.0658435,0.157739,0.176162,0.139048
71427.0,0.351085,0.188642,0.0831456,0.351226,0.0259012
71428.0,0.261763,0.0815975,0.115025,0.417034,0.12458
71429.0,0.139661,0.0641844,0.193593,0.270214,0.332347
71430.0,0.0072941,0.141404,0.0598713,0.505554,0.285876
71431.0,0.165172,0.135894,0.254866,0.0236495,0.420418
71432.0,0.0230559,0.0287069,0.656908,0.046794,0.244535
71433.0,0.429339,0.0381884,0.151985,0.0915686,0.288919
71434.0,0.221751,0.105128,0.527284,0.00334007,0.142496
71435.0,0.0179145,0.362663,0.176846,0.391668,0.0509081
71436.0,0.158234,0.164848,0.324691,0.0355086,0.316718
71437.0,0.231139,0.286625,0.155797,0.0301104,0.296329
71438.0,0.183855,0.0987395,0.0913827,0.43497,0.191053
71439.0,0.0120409,0.0981671,0.510134,0.373086,0.00657233
71440.0,0.212306,0.00270782,0.385369,0.186787,0.21283
71441.0,0.0103019,0.241244,0.388823,0.0710311,0.288601
71442.0,0.138385,0.461612,0.164015,0.144499,0.0914889
71443.0,0.0707717,0.0637406,0.266793,0.0784111,0.520284
71444.0,0.3384,0.198019,0.117109,0.0911782,0.255294
71445.0,0.0300437,0.047899,0.270572,0.161896,0.489589
71446.0,0.00424304,0.428628,0.154642,0.177601,0.234886
71447.0,0.0834837,0.236667,0.108056,0.211282,0.360512
71448.0,0.0501178,0.01525,0.0623615,0.234776,0.637495
71449.0,0.273973,0.130467,0.163279,0.13543,0.29685
71450.0,0.222954,0.0602554,0.195268,0.120013,0.401509
71451.0,0.259748,0.593785,0.0712856,0.00452827,0.0706529
71452.0,0.206967,0.208542,0.265131,0.277698,0.0416617
71453.0,0.184186,0.00345262,0.339402,0.392732,0.0802264
71454.0,0.21168,0.00345464,0.528288,0.0270443,0.229533
71455.0,0.418286,0.181408,0.38232,0.00129067,0.0166943
71456.0,0.274595,0.120429,0.290385,0.291985,0.0226061
71457.0,0.112225,0.636644,0.0465057,0.134886,0.0697393
71458.0,0.122367,0.104824,0.227402,0.357234,0.188173
71459.0,0.177039,0.134019,0.247987,0.125537,0.315418
71460.0,0.704931,0.0118442,0.25084,0.0058715,0.0265133
71461.0,0.0794362,0.46958,0.039536,0.157514,0.253934
71462.0,0.629616,0.208786,0.0255792,0.106341,0.0296782
71463.0,0.0123901,0.191165,0.479588,0.0467996,0.270057
71464.0,0.0745113,0.0906341,0.719675,0.0171246,0.0980549
71465.0,0.700429,0.0341593,0.14875,0.101647,0.0150143
71466.0,0.490889,0.0935838,0.156858,0.0645713,0.194098
71467.0,0.0227791,0.302008,0.179432,0.4105,0.0852807
71468.0,0.252829,0.107487,0.13698,0.280035,0.22267
71469.0,0.0887427,0.134696,0.00940148,0.0443127,0.722847
71470.0,0.0722771,0.568312,0.078361,0.0245488,0.256501
71471.0,0.426621,0.106649,0.100532,0.259553,0.106645
71472.0,0.137234,0.193732,0.378199,0.17153,0.119304
71473.0,0.002129,0.329421,0.133635,0.47666,0.0581554
71474.0,0.538754,0.187333,0.109466,0.143831,0.0206158
71475.0,0.531171,0.00134332,0.0172256,0.285496,0.164764
71476.0,0.020092,0.354635,0.0243292,0.481273,0.119671
71477.0,0.0606857,0.186812,0.0452721,0.550616,0.156614
71478.0,0.328064,0.028859,0.250647,0.169166,0.223264
71479.0,0.371529,0.142126,0.19309,0.219063,0.0741925
71480.0,0.277609,0.0259967,0.55097,0.143835,0.00158914
71481.0,0.528407,0.15665,0.211054,0.0536792,0.0502105
71482.0,0.137438,0.161549,0.140342,0.322601,0.23807
71483.0,0.465932,0.0175666,0.210825,0.0482878,0.257389
71484.0,0.0437641,0.062353,0.614747,0.0786769,0.200459
71485.0,0.363082,0.0126515,0.435112,0.080914,0.10824
71486.0,0.0620921,0.111747,0.542225,0.0869687,0.196967
71487.0,0.0432543,0.0621438,0.30947,0.263029,0.322102
71488.0,0.178602,0.106064,0.0127091,0.174605,0.52802
71489.0,0.4564,0.0745117,0.348024,0.0341401,0.0869236
71490.0,0.00224949,0.424673,0.0473505,0.458385,0.0673424
71491.0,0.289185,0.0293371,0.271504,0.349266,0.0607072
71492.0,0.387295,0.216808,0.209546,0.145902,0.0404494
71493.0,0.127804,0.100067,0.12851,0.406038,0.237581
71494.0,0.570671,0.162779,0.103826,0.0250854,0.137639
71495.0,0.605305,0.0925814,0.0894062,0.0587763,0.153931
71496.0,0.00799548,0.10152,0.107062,0.0573816,0.726041
71497.0,0.157375,0.0361374,0.200231,0.273886,0.33237
71498.0,0.0494447,0.0837401,0.417257,0.20807,0.241488
71499.0,0.0333796,0.241962,0.117356,0.35949,0.247813
71500.0,0.501675,0.104806,0.0647737,0.0281406,0.300605
71501.0,0.0757744,0.120949,0.370642,0.409689,0.022945
71502.0,0.232288,0.21561,0.336626,0.170483,0.044993
71503.0,0.00781405,0.017182,0.465593,0.245478,0.263933
71504.0,0.0909384,0.138426,0.34284,0.401427,0.0263691
71505.0,0.0697277,0.092097,0.0429511,0.176765,0.61846
71506.0,0.0966656,0.156937,0.194637,0.342435,0.209326
71507.0,0.0885242,0.0925521,0.134471,0.227216,0.457237
71508.0,0.247557,0.076847,0.0997409,0.0207594,0.555095
71509.0,0.168634,0.444146,0.0892583,0.00895921,0.289003
71510.0,0.143556,0.291524,0.0351095,0.504288,0.0255231
71511.0,0.252334,0.337973,0.199183,0.109837,0.100674
71512.0,0.370729,0.133264,0.130681,0.270579,0.0947471
71513.0,0.0956968,0.227111,0.366504,0.0481753,0.262513
71514.0,0.143213,0.477202,0.211455,0.158873,0.00925819
71515.0,0.0215155,0.424356,0.0275952,0.100811,0.425723
71516.0,0.297807,0.250539,0.123563,0.142569,0.185522
71517.0,0.392828,0.119613,0.0431094,0.270939,0.17351
71518.0,0.539441,0.0188641,0.0272102,0.14389,0.270596
71519.0,0.289398,0.22814,0.0319327,0.355757,0.0947719
71520.0,0.145158,0.299699,0.259655,0.152144,0.143344
71521.0,0.280651,0.0565426,0.201814,0.409355,0.0516367
71522.0,0.0352004,0.231395,0.563403,0.0934209,0.0765809
71523.0,0.0014411,0.172897,0.568476,0.177439,0.0797475
71524.0,0.30421,0.13541,0.212445,0.259096,0.0888384
71525.0,0.444644,0.314682,0.035453,0.0679504,0.137271
71526.0,0.0827228,0.619369,0.0153546,0.0973908,0.185163
71527.0,0.0154284,0.00862455,0.578245,0.292304,0.105399
71528.0,0.208667,0.376685,0.0716273,0.342103,0.000917791
71529.0,0.095697,0.172581,0.250939,0.0389944,0.441789
71530.0,0.356665,0.0778599,0.0207299,0.440368,0.104377
71531.0,0.267862,0.0495383,0.169734,0.36331,0.149555
71532.0,0.331315,0.16741,0.0692189,0.195476,0.23658
71533.0,0.139929,0.0542651,0.194011,0.438199,0.173595
71534.0,0.0271063,0.249299,0.00633011,0.239918,0.477347
71535.0,0.633744,0.135319,0.120307,0.0445108,0.0661201
71536.0,0.442518,0.166343,0.213208,0.16978,0.00815143
71537.0,0.161352,0.0110849,0.225846,0.338442,0.263276
71538.0,0.359387,0.0376965,0.158517,0.398474,0.0459259
71539.0,0.184814,0.384313,0.0470121,0.0790314,0.30483
71540.0,0.0982625,0.141778,0.0211064,0.366901,0.371951
71541.0,0.213208,0.0273829,0.313453,0.431336,0.0146207
71542.0,0.131685,0.155809,0.330639,0.163329,0.218538
71543.0,0.00579327,0.257005,0.633412,0.0148382,0.0889514
71544.0,0.341187,0.188139,0.0940596,0.117688,0.258927
71545.0,0.137376,0.16562,0.174382,0.509369,0.0132531
71546.0,0.581596,0.240495,0.0818228,0.0926574,0.00342949
71547.0,0.196877,0.113822,0.234799,0.17225,0.282253
71548.0,0.289996,0.150603,0.160818,0.0994208,0.299162
71549.0,0.0858724,0.168255,0.00511768,0.258555,0.482199
71550.0,0.108852,0.104574,0.290999,0.158633,0.336941
71551.0,0.391637,0.120075,0.190572,0.0499177,0.247799
71552.0,0.130118,0.10058,0.131913,0.134672,0.502717
71553.0,0.386796,0.0890147,0.170133,0.104635,0.249421
71554.0,0.127778,0.596944,0.197126,0.0129248,0.0652265
71555.0,0.0343302,0.51092,0.138726,0.0324581,0.283566
71556.0,0.102515,0.286696,0.324444,0.0244824,0.261863
71557.0,0.670429,0.0463468,0.00719204,0.0822793,0.193753
71558.0,0.0733917,0.113223,0.114831,0.686129,0.0124249
71559.0,0.135838,0.391005,0.0775392,0.354016,0.0416016
71560.0,0.487973,0.209072,0.0128428,0.0102846,0.279828
71561.0,0.0500466,0.747434,0.0604706,0.0469413,0.0951077
71562.0,0.145373,0.146387,0.013015,0.0365642,0.658661
71563.0,0.22153,0.0247627,0.113099,0.201229,0.439378
71564.0,0.0767045,0.00717471,0.0830856,0.589096,0.243939
71565.0,0.142462,0.280737,0.0288635,0.425849,0.122088
71566.0,0.482644,0.10314,0.163607,0.0608039,0.189806
71567.0,0.0774234,0.312093,0.0946897,0.0386425,0.477152
71568.0,0.25857,0.228909,0.217561,0.00639881,0.288561
71569.0,0.522958,0.204947,0.0294298,0.0373613,0.205303
71570.0,0.0410875,0.00987892,0.0216831,0.901837,0.0255138
71571.0,0.102836,0.257831,0.496772,0.109463,0.0330984
71572.0,0.180312,0.0736598,0.52977,0.0620015,0.154257
71573.0,0.274362,0.222111,0.268256,0.141721,0.093549
71574.0,0.45579,0.356089,0.0787613,0.0853944,0.0239654
71575.0,0.463493,0.0772793,0.11433,0.200579,0.144318
71576.0,0.230846,0.130243,0.314719,0.0444914,0.279701
71577.0,0.159014,0.439795,0.00197576,0.0565258,0.342689
71578.0,0.26559,0.277735,0.00970157,0.353109,0.093864
71579.0,0.49955,0.221839,0.0031035,0.194468,0.0810392
71580.0,0.35391,0.138266,0.29713,0.0301791,0.180515
71581.0,0.00979206,0.143942,0.469332,0.0749917,0.301942
71582.0,0.194325,0.136069,0.562356,0.0604009,0.0468499
71583.0,0.0188034,0.0252492,0.421164,0.189339,0.345444
71584.0,0.170798,0.0480368,0.750788,0.000470815,0.0299061
71585.0,0.16351,0.248119,0.21511,0.279814,0.0934466
71586.0,0.125054,0.365606,0.0514944,0.415666,0.0421803
71587.0,0.438081,0.0306954,0.0372277,0.301535,0.192461
71588.0,0.120032,0.244386,0.439119,0.0926331,0.10383
71589.0,0.255754,0.27957,0.328574,0.018131,0.117971
71590.0,0.406162,0.0487628,0.410332,0.119098,0.0156457
71591.0,0.0677926,0.164456,0.143023,0.490991,0.133738
71592.0,0.0299782,0.111632,0.194785,0.569933,0.0936715
71593.0,0.00702455,0.181542,0.110316,0.299158,0.40196
71594.0,0.0876222,0.0100406,0.118363,0.689878,0.0940958
71595.0,0.0562992,0.0296396,0.216044,0.511222,0.186796
71596.0,0.0564182,0.0768765,0.182353,0.163965,0.520387
71597.0,0.611073,0.136085,0.00369045,0.0769966,0.172154
71598.0,0.101918,0.309846,0.256858,0.0826401,0.248738
71599.0,0.024263,0.0513302,0.814407,0.0538945,0.056105
71600.0,0.295128,0.017027,0.0306052,0.292114,0.365126
71601.0,0.0504241,0.262779,0.000355892,0.418447,0.267994
71602.0,0.0721557,0.274435,0.116584,0.475592,0.0612337
71603.0,0.109691,0.279066,0.000355971,0.222459,0.388427
71604.0,0.0722117,0.720587,0.0949852,0.0776629,0.0345534
71605.0,0.505753,0.224533,0.095707,0.0341868,0.13982
71606.0,0.303444,0.0697575,0.102974,0.169654,0.354171
71607.0,0.12973,0.242995,0.0513451,0.573597,0.00233363
71608.0,0.00420523,0.0982516,0.189747,0.404768,0.303028
71609.0,0.391006,0.159186,0.437943,0.00828878,0.00357641
71610.0,0.395279,0.186741,0.0842584,0.201046,0.132676
71611.0,0.599224,0.032977,0.188443,0.141274,0.0380821
71612.0,0.300223,0.329647,0.262817,0.0486509,0.0586613
71613.0,0.0614305,0.173036,0.194758,0.308734,0.262042
71614.0,0.168016,0.277984,0.0771081,0.366622,0.11027
71615.0,0.435543,0.268308,0.00738134,0.130076,0.158693
71616.0,0.103409,0.20453,0.0309983,0.526118,0.134945
71617.0,0.021208,0.782808,0.101165,0.0312191,0.0635998
71618.0,0.0606361,0.176997,0.0578512,0.441273,0.263243
71619.0,0.152929,0.228757,0.240906,0.00704836,0.370358
71620.0,0.062809,0.157455,0.399508,0.197433,0.182794
71621.0,0.110873,0.187088,0.230998,0.250391,0.22065
71622.0,0.140985,0.325911,0.264509,0.257762,0.0108331
71623.0,0.0158437,0.112999,0.382973,0.366857,0.121327
71624.0,0.0599127,0.561356,0.12182,0.00685959,0.250052
71625.0,0.16921,0.035467,0.22648,0.310501,0.258343
71626.0,0.285393,0.146033,0.23008,0.0196261,0.318869
71627.0,0.598469,0.0871748,0.0613284,0.0441866,0.208841
71628.0,0.0352045,0.0515463,0.272782,0.180951,0.459517
71629.0,0.22705,0.0488873,0.297189,0.161055,0.265818
71630.0,0.359951,0.136683,0.167402,0.0928799,0.243083
71631.0,0.31548,0.184151,0.357131,0.0926543,0.0505842
71632.0,0.172705,0.388897,0.023102,0.0760325,0.339263
71633.0,0.577175,0.0439413,0.147936,0.0141472,0.2168
71634.0,0.279108,0.123584,0.138656,0.210732,0.247921
71635.0,0.245497,0.34179,0.0721784,0.243425,0.0971099
71636.0,0.111047,0.36158,0.199169,0.0598668,0.268337
71637.0,0.100428,0.180836,0.568685,0.0747058,0.0753446
71638.0,0.0524343,0.225841,0.0013229,0.370007,0.350394
71639.0,0.0521846,0.0913233,0.750359,0.0823113,0.023822
71640.0,0.128378,0.563308,0.0659522,0.151262,0.0911002
71641.0,0.498336,0.127428,0.245952,0.114167,0.0141175
71642.0,0.398018,0.166849,0.046929,0.1645,0.223704
71643.0,0.505783,0.0927126,0.310233,0.0353427,0.0559288
71644.0,0.186018,0.00223574,0.139492,0.100338,0.571916
71645.0,0.000981059,0.170683,0.161661,0.0447809,0.621895
71646.0,0.0374581,0.576266,0.141704,0.206956,0.0376167
71647.0,0.00206716,0.114402,0.24089,0.405568,0.237073
71648.0,0.137165,0.185183,0.0607658,0.395081,0.221805
71649.0,0.455394,0.037592,0.328531,0.146914,0.0315692
71650.0,0.413392,0.120722,0.189775,0.220883,0.0552274
71651.0,0.110269,0.525001,0.281904,0.0363736,0.0464521
71652.0,0.0513282,0.114836,0.255529,0.153525,0.424782
71653.0,0.00505977,0.00897823,0.420947,0.55536,0.00965463
71654.0,0.11106,0.0918201,0.191715,0.126597,0.478809
71655.0,0.188557,0.281613,0.0930496,0.185615,0.251165
71656.0,0.0254666,0.237783,0.406517,0.165469,0.164764
71657.0,0.749782,0.0782624,0.0401618,0.0399593,0.0918344
71658.0,0.144045,0.342199,0.30335,0.128004,0.0824019
71659.0,0.173917,0.518954,0.174907,0.0821626,0.0500604
71660.0,0.540109,0.253958,0.0139955,0.0879332,0.104004
71661.0,0.301488,0.125587,0.153156,0.157128,0.262641
71662.0,0.168772,0.189517,0.367964,0.260915,0.0128317
71663.0,0.406859,0.226745,0.0720234,0.221116,0.0732559
71664.0,0.279089,0.208329,0.0921766,0.0095248,0.41088
71665.0,0.448515,0.103535,0.180649,0.114032,0.15327
71666.0,0.0816902,0.0113592,0.746704,0.14497,0.0152762
71667.0,0.163603,0.350655,0.427854,0.031765,0.026123
71668.0,0.111266,0.221227,0.163562,0.130111,0.373833
71669.0,0.0152571,0.138199,0.248233,0.424731,0.173579
71670.0,0.190141,0.423569,0.225569,0.112849,0.0478726
71671.0,0.196416,0.266077,0.306652,0.13236,0.0984957
71672.0,0.482182,0.0627532,0.209019,0.121689,0.124356
71673.0,0.00597722,0.178452,0.550956,0.127262,0.137352
71674.0,0.186556,0.271892,0.200018,0.0602538,0.28128
71675.0,0.0424982,0.225401,0.233743,0.0290139,0.469344
71676.0,0.167402,0.0459129,0.327458,0.107187,0.352039
71677.0,0.117714,0.15218,0.669444,0.00182742,0.0588341
71678.0,0.0351972,0.306665,0.177759,0.131633,0.348745
71679.0,0.0758054,0.0680133,0.277772,0.12466,0.453749
71680.0,0.75362,0.0198183,0.0218141,0.00917853,0.195569
71681.0,0.0988388,0.187454,0.397081,0.291134,0.0254915
71682.0,0.141055,0.0256066,0.618561,0.10936,0.105418
71683.0,0.0824299,0.221893,0.0440533,0.530737,0.120886
71684.0,0.491798,0.387521,0.0150803,0.0249694,0.0806311
71685.0,0.103048,0.0610542,0.142091,0.624304,0.0695032
71686.0,0.0630006,0.127504,0.297741,0.00228045,0.509475
71687.0,0.308494,0.00148223,0.23315,0.34923,0.107644
71688.0,0.151845,0.030742,0.123823,0.110258,0.583332
71689.0,0.26516,0.0758283,0.522029,0.00913727,0.127846
71690.0,0.216831,0.0586229,0.0862894,0.0371871,0.601069
71691.0,0.000671969,0.534109,0.00804913,0.123229,0.33394
